City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
285,emba,20,CY,1554437718,93,34.81,32.42,51.8,5.82
286,kirovskiy,88,RU,1554438237,82,45.09,133.51,39.2,3.49
287,ponta delgada,40,PT,1554437724,62,37.73,-25.67,55.0,10.29
288,namatanai,76,PG,1554437719,100,-3.66,152.44,80.78,3.94
289,lakatoro,80,VU,1554438237,93,-16.11,167.42,82.31,7.74
290,bagacay,88,PH,1554438238,99,12.98,124.14,80.51,9.19
291,vostok,92,RU,1554438238,73,46.45,135.83,35.15,2.71
292,mega,0,ET,1554438239,77,4.06,38.32,61.16,5.61
293,gimli,92,CA,1554438029,99,50.63,-96.99,36.0,8.01
294,athabasca,32,CA,1554438239,78,54.72,-113.29,28.04,4.5
295,georgetown,0,GY,1554433200,94,6.8,-58.16,73.4,4.7
296,ipaba,48,BR,1554438240,94,-19.41,-42.42,68.63,1.81
297,beyneu,0,KZ,1554438240,82,45.32,55.19,35.24,2.93
298,leh,68,IN,1554438240,86,34.16,77.58,8.69,2.04
299,novikovo,0,UA,1554438241,100,45.05,34.56,27.41,2.37
300,grindavik,75,IS,1554437216,100,63.84,-22.43,36.0,4.7
301,kennebunk,1,US,1554438244,42,43.38,-70.55,35.01,11.99
302,bambanglipuro,24,ID,1554437696,92,-7.95,110.28,82.94,4.16
303,ahuimanu,75,US,1554438149,69,21.44,-157.84,84.2,6.93
304,prieska,76,ZA,1554438246,70,-29.67,22.74,54.86,7.85
305,chhatarpur,0,IN,1554433200,44,24.92,79.59,78.8,3.36
306,buala,92,SB,1554438246,76,-8.15,159.59,87.8,8.41
307,auki,0,NG,1554438247,43,12.18,6.51,68.54,4.05
308,bilibino,0,RU,1554437732,67,68.06,166.44,34.97,3.04
309,nortelandia,36,BR,1554438247,89,-14.45,-56.8,76.64,4.27
310,batemans bay,80,AU,1554437715,76,-35.71,150.18,68.0,8.01
311,turukhansk,68,RU,1554438248,89,65.8,87.96,15.71,3.6
312,marzuq,76,YE,1554438248,89,14.4,46.47,56.84,2.48
313,camacha,75,PT,1554436800,72,33.08,-16.33,59.0,24.16
314,ancud,90,CL,1554433200,100,-41.87,-73.83,44.6,2.24
315,karabash,8,RU,1554438252,86,55.49,60.21,23.81,3.6
316,santa paula,1,US,1554438243,67,34.35,-119.06,59.0,3.38
317,port-gentil,64,GA,1554437683,96,-0.72,8.78,82.58,7.96
318,cavalcante,12,BR,1554438253,96,-13.79,-47.46,65.57,2.48
319,haukipudas,20,FI,1554437717,92,65.17,25.5,28.4,8.05
320,gamba,0,CN,1554437805,89,28.28,88.52,17.42,2.48
321,wairoa,80,NZ,1554437833,100,-39.04,177.43,58.64,5.95
322,baruun-urt,56,MN,1554438253,27,46.68,113.28,36.5,5.39
323,mahajanga,20,MG,1554436800,94,-15.72,46.32,77.0,4.7
324,chibuto,0,MZ,1554438254,90,-24.69,33.53,67.55,9.64
325,dhola,90,NP,1554436200,93,27.92,84.82,62.6,0.36
326,pandan,0,PH,1554438255,95,11.72,122.09,81.68,16.8
327,pundaguitan,12,PH,1554438255,92,6.37,126.17,83.57,4.61
328,caramay,0,PH,1554438256,90,10.18,119.24,83.84,13.56
329,nizwa,36,OM,1554438256,42,22.93,57.53,64.94,3.27
330,ketchikan,90,US,1554432960,87,55.34,-131.65,46.4,17.22
331,raudeberg,0,NO,1554437706,81,61.99,5.14,42.8,9.17
332,amapa,20,HN,1554438019,78,15.09,-87.97,80.6,8.05
333,sorland,0,NO,1554432600,100,67.67,12.69,32.0,4.7
334,brae,0,GB,1554436200,93,60.4,-1.35,44.6,9.17
335,novobiryusinskiy,0,RU,1554438257,63,56.96,97.71,32.9,3.6
336,broken hill,0,AU,1554433200,20,-31.97,141.45,87.8,13.87
337,lakes entrance,0,AU,1554437510,58,-37.88,147.99,79.0,5.01
338,deniliquin,8,AU,1554437769,33,-35.53,144.96,84.0,15.99
339,pacific grove,20,US,1554437729,87,36.62,-121.92,57.2,3.36
340,acapulco,5,MX,1554432120,74,16.86,-99.88,80.6,12.75
341,deputatskiy,8,RU,1554438259,91,69.3,139.9,26.51,3.94
342,cherskiy,0,RU,1554437697,69,68.75,161.3,25.43,3.38
343,schleiden,0,DE,1554438238,85,50.53,6.48,42.01,4.7
344,sioux lookout,90,CA,1554436800,67,50.1,-91.92,32.0,9.17
345,baixa grande,0,BR,1554438260,91,-11.96,-40.17,73.31,3.38
346,darnah,48,LY,1554437773,100,32.77,22.64,59.99,17.69
347,okha,80,RU,1554437703,98,53.59,142.95,32.9,18.59
348,banjar,76,ID,1554438261,89,-7.37,108.54,78.26,3.71
349,ostroleka,88,PL,1554438261,57,53.09,21.58,46.31,13.89
350,gurupi,20,BR,1554438261,95,-11.73,-49.07,72.68,3.04
351,aksu,90,KZ,1554435000,93,52.04,76.93,48.2,11.18
352,faya,0,SA,1554433200,87,18.39,42.45,60.8,9.17
353,shelburne,40,CA,1554438061,37,44.08,-80.2,33.8,5.82
354,antofagasta,0,CL,1554433200,82,-23.65,-70.4,64.4,4.7
355,vila franca do campo,40,PT,1554437424,62,37.72,-25.43,55.0,10.29
356,kasongo-lunda,64,CD,1554438266,95,-6.48,16.82,69.08,2.15
357,west wendover,75,US,1554432960,44,40.74,-114.07,57.2,3.36
358,salta,40,AR,1554436800,82,-24.79,-65.41,66.2,8.05
359,sampit,80,ID,1554438267,94,-2.54,112.95,80.24,8.41
360,ankang,0,CN,1554438267,57,32.73,108.99,66.38,2.59
361,birjand,0,IR,1554433200,41,32.86,59.22,57.2,9.17
362,skibbereen,0,IE,1554435000,100,51.55,-9.27,32.0,4.7
363,clyde river,1,CA,1554433200,83,70.47,-68.59,-11.21,3.36
364,marathon,44,CA,1554438268,75,48.72,-86.38,26.6,12.55
365,fairbanks,40,US,1554437646,36,64.84,-147.72,33.8,17.22
366,wajima,0,JP,1554433200,33,37.4,136.9,59.0,31.09
367,kattivakkam,40,IN,1554436800,66,13.22,80.32,91.4,9.17
368,teyateyaneng,92,LS,1554438269,98,-29.15,27.74,52.25,2.93
369,arshan,92,YE,1554438269,87,14.32,46.95,57.47,4.16
370,eatonton,90,US,1554438260,87,33.33,-83.39,61.0,4.7
371,tual,32,ID,1554438270,100,-5.67,132.75,83.3,9.19
372,langsa,20,ID,1554438270,95,4.47,97.97,79.88,2.71
373,pedernales,68,EC,1554438270,96,0.07,-80.05,72.41,4.61
374,kavieng,48,PG,1554437757,100,-2.57,150.8,82.4,0.92
375,saint-augustin,0,FR,1554437723,61,44.83,-0.61,46.99,8.05
376,srednekolymsk,12,RU,1554437836,78,67.46,153.71,26.06,3.27
377,dutlwe,92,BW,1554438271,80,-23.98,23.93,65.66,7.85
378,san carlos del zulia,20,VE,1554438028,74,9.0,-71.91,80.33,2.26
379,meulaboh,8,ID,1554437774,100,4.14,96.13,83.84,3.38
380,muisne,100,EC,1554438272,92,0.61,-80.02,74.3,4.72
381,kieta,64,PG,1554438272,98,-6.22,155.63,81.5,3.71
382,garh maharaja,44,PK,1554438272,62,30.83,71.9,75.02,7.4
383,mundo novo,24,BR,1554438273,89,-23.94,-54.29,76.01,6.4
384,quatre cocos,75,MU,1554438242,94,-20.21,57.76,82.0,4.7
385,areia branca,40,BR,1554436800,74,-10.76,-37.31,82.4,6.93
386,chatra,0,IN,1554433200,74,24.21,84.87,82.4,2.24
387,necochea,0,AR,1554438081,74,-38.55,-58.74,57.99,7.0
388,marystown,80,CA,1554437756,100,47.17,-55.16,30.99,1.99
389,petropavlovsk-kamchatskiy,75,RU,1554435000,52,53.05,158.65,41.0,8.95
390,maloy,8,ID,1554438275,53,1.0,118.1,91.31,3.15
391,mackay,90,CA,1554436800,92,53.65,-115.58,33.8,8.05
392,elko,90,US,1554438005,50,40.83,-115.76,55.4,3.36
393,meadow lake,80,CA,1554438275,74,54.13,-108.44,29.48,6.17
394,suba,24,CN,1554438276,58,28.73,103.51,66.38,2.71
395,erzin,75,TR,1554437591,87,36.95,36.2,55.99,3.36
396,chifeng,88,CN,1554438276,39,42.27,118.96,42.08,5.95
397,adrar,40,DZ,1554436800,72,27.87,-0.29,60.8,11.41
398,rafaela,64,AR,1554437808,55,-31.25,-61.49,61.0,3.0
399,west helena,80,US,1554437752,100,34.55,-90.64,57.2,10.54
400,walvis bay,90,NA,1554436929,87,-22.95,14.51,57.0,2.24
401,payo,36,ID,1554438278,98,-3.75,103.64,80.24,4.16
402,yoro,56,HN,1554438048,94,15.13,-87.13,64.4,1.48
403,mandera,0,ET,1554437738,19,3.94,41.86,75.0,10.31
404,samarai,92,PG,1554438278,100,-10.62,150.67,77.81,10.98
405,oktyabrskiy,0,RU,1554437164,68,55.61,37.97,37.0,4.47
406,hambantota,20,LK,1554433800,79,6.12,81.12,84.2,3.36
407,ulladulla,75,AU,1554437806,64,-35.36,150.48,69.8,6.93
408,mount isa,40,AU,1554435000,38,-20.73,139.49,89.6,6.93
409,vanavara,0,RU,1554438280,64,60.35,102.28,27.77,3.71
410,whitehorse,75,CA,1554438141,67,60.72,-135.06,23.0,10.29
411,nizhniy kuranakh,24,RU,1554438280,65,58.84,125.49,34.52,3.38
412,rockland,0,US,1554438244,29,42.13,-70.92,39.2,12.75
413,teberda,0,RU,1554438281,74,43.44,41.74,5.81,0.92
414,dongsheng,0,CN,1554437802,88,29.72,112.52,67.91,9.98
415,bethanien,0,NA,1554438282,81,-26.5,17.16,51.35,6.96
416,khasan,64,RU,1554438282,60,42.43,130.64,45.77,18.92
417,tommot,36,RU,1554437739,65,58.97,126.27,33.44,3.6
418,qaanaaq,48,GL,1554437721,80,77.48,-69.36,0.86,5.73
419,erchie,75,IT,1554438272,87,40.44,17.73,57.0,16.11
420,byron bay,100,AU,1554438114,68,-28.65,153.62,78.8,11.41
421,yenagoa,36,NG,1554438284,87,4.92,6.26,79.43,8.63
422,ucluelet,92,CA,1554438087,79,48.94,-125.55,54.0,1.99
423,moree,0,AU,1554437714,26,-29.46,149.84,82.4,5.82
424,miramar,0,CR,1554437761,56,10.09,-84.73,71.6,19.46
425,hillsborough,90,US,1554438254,87,37.57,-122.38,57.99,12.75
426,waseca,90,US,1554438249,95,44.08,-93.51,39.0,10.29
427,miyoshi,75,JP,1554433200,50,34.81,132.85,64.4,9.17
428,ballina,80,IE,1554437824,93,54.11,-9.15,39.0,3.0
429,ilulissat,32,GL,1554432600,45,69.22,-51.1,24.8,12.75
430,quelimane,75,MZ,1554436800,94,-17.88,36.89,77.0,2.24
431,yerbogachen,88,RU,1554437727,78,61.28,108.01,28.94,3.49
432,te anau,12,NZ,1554437795,70,-45.41,167.72,46.58,5.84
433,lorengau,20,PG,1554437739,100,-2.02,147.27,83.03,6.73
434,kyaka,75,TZ,1554436800,94,-1.25,31.42,69.8,2.93
435,graham,1,US,1554438278,39,36.07,-79.4,63.0,4.7
436,pangnirtung,75,CA,1554433200,60,66.15,-65.72,8.6,2.24
437,veraval,0,FR,1554438092,74,49.65,0.71,44.6,9.17
438,hami,76,CN,1554437432,39,42.84,93.51,63.14,4.94
439,sobolevo,0,RU,1554438289,66,54.43,31.9,21.11,3.6
440,shirokiy,92,RU,1554438081,100,53.87,39.17,34.0,7.18
441,aklavik,5,CA,1554433200,60,68.22,-135.01,8.6,8.05
442,borovskoy,88,KZ,1554438290,88,53.8,64.15,33.71,13.22
443,rosa zarate,92,EC,1554438290,95,0.33,-79.47,72.32,2.04
444,kangaatsiaq,24,GL,1554438290,85,68.31,-53.46,24.89,7.63
445,attur,0,IN,1554436800,46,11.6,78.6,91.4,2.24
446,shimoda,75,JP,1554437711,42,34.7,138.93,69.8,24.16
447,ducheng,8,CN,1554438291,89,30.54,114.9,64.58,7.07
448,olga,90,US,1554438211,71,34.11,-118.17,60.8,5.82
449,the valley,40,AI,1554437733,69,18.22,-63.06,78.8,11.41
450,evans,1,US,1554438288,61,40.38,-104.69,51.8,5.84
451,rosario,20,UY,1554437794,89,-34.31,-57.35,60.01,4.0
452,cam ranh,20,VN,1554435000,58,11.92,109.15,87.8,6.93
453,heihe,40,RU,1554435000,19,50.24,127.51,46.4,13.42
454,manamadurai,20,IN,1554435000,66,9.68,78.45,86.0,4.27
455,kodinsk,20,RU,1554438293,60,58.6,99.18,31.82,3.6
456,rawson,0,AR,1554437712,45,-43.3,-65.11,50.72,10.31
457,christchurch,88,NZ,1554437716,76,-43.53,172.64,55.99,10.29
458,yulara,0,AU,1554433200,15,-25.24,130.99,91.4,5.82
459,orzhytsya,0,UA,1554438295,72,49.79,32.7,27.77,3.71
460,lasa,20,CY,1554437718,93,34.92,32.53,51.8,5.82
461,mogadishu,12,SO,1554438179,100,2.04,45.34,82.4,14.0
462,dunedin,92,NZ,1554437407,48,-45.87,170.5,55.0,3.0
463,shenjiamen,0,CN,1554438296,93,29.96,122.3,59.18,12.33
464,saint-joseph,0,FR,1554438046,74,43.56,6.97,44.6,4.7
465,ranong,40,TH,1554433200,63,9.96,98.62,91.4,2.24
466,san rafael,0,AR,1554438024,39,-34.61,-68.33,49.28,3.6
467,umm lajj,8,SA,1554438298,100,25.02,37.27,61.16,3.38
468,litovko,0,RU,1554438298,32,49.24,135.18,44.15,10.09
469,talnakh,88,RU,1554437755,98,69.49,88.39,21.11,8.19
470,ishigaki,75,JP,1554433200,94,24.34,124.16,71.6,9.17
471,chumikan,88,RU,1554438299,86,54.72,135.31,32.81,3.04
472,freeport,80,BS,1554438299,97,26.54,-78.7,75.74,15.01
473,san isidro,20,PH,1554438301,71,16.74,121.63,84.83,4.27
474,hirado,0,JP,1554438150,48,33.32,129.49,64.4,8.05
475,wanxian,80,CN,1554438302,78,30.8,108.39,59.0,3.04
476,bathsheba,20,BB,1554433200,69,13.22,-59.52,78.8,17.22
477,belaya gora,36,RU,1554438305,100,68.54,146.19,19.13,1.7
478,parana,0,BR,1554433200,100,-7.52,-72.89,78.8,1.12
479,peniche,75,PT,1554437758,93,39.36,-9.38,50.0,11.41
480,sechura,36,PE,1554438307,81,-5.56,-80.82,73.4,8.41
481,ndungu,56,TZ,1554438307,99,-4.38,38.06,65.66,2.15
482,bouca,0,CF,1554438307,88,6.51,18.28,71.06,2.93
483,tiznit,68,MA,1554437709,98,29.7,-9.73,56.66,8.86
484,hastings,56,NZ,1554438268,94,-39.64,176.84,62.87,7.18
485,arona,75,IT,1554438307,87,45.76,8.56,46.4,4.7
486,inhambane,20,MZ,1554436800,94,-23.87,35.38,71.6,8.19
487,vaitape,80,PF,1554438309,100,-16.52,-151.75,80.06,10.2
488,hammerfest,75,NO,1554432600,74,70.66,23.68,28.4,12.75
489,tagusao,20,PH,1554438309,74,9.19,117.81,85.73,2.37
490,el alto,40,BO,1554433200,64,-16.5,-68.19,39.2,4.7
491,katobu,0,ID,1554438310,86,-4.94,122.53,86.18,2.71
492,vostochnyy,0,RU,1554437164,77,55.82,37.87,37.0,4.47
493,pevek,44,RU,1554437715,89,69.7,170.27,19.58,4.16
494,calabozo,0,VE,1554438311,53,8.92,-67.43,81.05,17.25
495,sao felix do xingu,80,BR,1554437726,99,-6.64,-51.99,74.12,2.15
496,narsaq,92,GL,1554436200,29,60.91,-46.05,39.2,44.96
497,zhanaozen,44,KZ,1554437869,68,43.35,52.85,45.14,11.77
498,saint stephen,90,US,1554438304,93,45.7,-94.27,37.0,6.93
499,formosa,0,AR,1554433200,94,-26.19,-58.17,77.0,11.41
500,sulangan,0,PH,1554438314,100,11.14,123.72,82.04,11.99
501,west odessa,1,US,1554438119,23,31.84,-102.48,64.4,4.7
502,kahului,20,US,1554437373,64,20.89,-156.47,82.4,18.34
503,healesville,64,AU,1554438244,37,-37.65,145.52,86.0,24.16
504,tignere,48,CM,1554438315,80,7.37,12.65,68.18,2.37
505,bonthe,8,SL,1554438315,88,7.53,-12.5,78.98,4.72
506,tazmalt,75,DZ,1554437935,100,36.39,4.4,51.8,4.7
507,kirakira,24,SB,1554438316,100,-10.46,161.92,83.84,5.39
508,puerto colombia,0,CO,1554437732,78,10.99,-74.96,80.6,17.22
509,kendal,40,ID,1554435000,66,-6.92,110.2,87.8,8.05
510,mercedes,8,UY,1554438316,59,-33.25,-58.03,63.68,19.37
511,labuhan,92,ID,1554438317,92,-2.54,115.51,75.11,2.82
512,waddan,92,LY,1554438317,45,29.16,16.14,66.11,11.32
513,sangin,0,AF,1554438317,75,32.07,64.85,61.88,6.29
514,bria,0,CF,1554438318,53,6.54,21.99,71.33,7.63
515,micheweni,76,TZ,1554438318,100,-4.97,39.83,78.8,6.62
516,banda aceh,8,ID,1554438302,91,5.56,95.32,82.85,2.15
517,padang,20,ID,1554435000,70,-0.92,100.36,87.8,4.7
518,eldorado,0,MX,1554438199,84,24.32,-107.36,70.0,3.0
519,zhigansk,8,RU,1554438319,63,66.77,123.37,34.16,3.94
520,jever,75,DE,1554438305,87,53.57,7.9,44.6,8.05
521,pontes e lacerda,20,BR,1554438320,86,-15.23,-59.33,76.46,5.17
522,maine-soroa,0,NE,1554438320,22,13.21,12.02,69.98,6.29
523,batagay,8,RU,1554437859,69,67.65,134.64,32.36,4.38
524,longyan,12,CN,1554438321,85,25.1,117.03,66.47,2.59
525,svetlogorsk,90,RU,1554435000,93,53.14,59.15,32.0,6.71
526,grand gaube,40,MU,1554437642,94,-20.01,57.66,81.0,4.7
527,marawi,20,PH,1554437782,78,8.0,124.29,82.0,7.0
528,lianran,36,CN,1554438312,57,24.92,102.47,72.0,2.26
529,bela,0,PK,1554438322,28,26.23,66.31,75.56,6.06
530,abbeville,0,FR,1554438309,86,50.11,1.83,37.4,5.82
531,lalupon,0,NG,1554438323,82,7.47,4.07,77.63,4.27
532,pandamatenga,0,BW,1554438323,62,-18.54,25.64,60.98,6.17
533,netivot,92,IL,1554438254,91,31.42,34.59,55.0,2.71
534,nata,20,CY,1554437767,93,34.78,32.57,59.0,5.82
535,killybegs,88,IE,1554438125,94,54.63,-8.45,37.0,3.0
536,khartoum,0,SD,1554436800,18,15.59,32.54,73.4,6.93
537,bikin,76,RU,1554438324,49,46.82,134.25,41.54,5.39
538,lamu,0,ID,1554438325,80,0.57,122.3,84.65,1.59
539,terrace bay,44,CA,1554438191,100,48.78,-87.1,30.38,17.25
540,luau,8,CD,1554437809,93,-10.7,22.23,65.12,2.26
541,cuenca,88,ES,1554438006,73,40.07,-2.13,43.0,5.01
542,salzwedel,90,DE,1554438176,93,52.85,11.15,46.0,9.17
543,hatillo,92,PR,1554438077,100,18.49,-66.83,75.99,16.69
544,jimani,80,DO,1554433140,88,18.49,-71.85,77.0,3.36
545,saint-pierre,0,FR,1554438125,81,48.95,4.24,33.8,3.36
546,salvador,40,BR,1554436800,83,-12.98,-38.48,82.4,9.17
547,charlestown,1,US,1554438319,25,41.38,-71.64,41.0,4.7
548,sola,0,NO,1554437733,57,58.89,5.65,51.01,4.7
549,santa lucia,5,IT,1554437997,34,39.93,9.66,48.2,4.7
550,teguise,20,ES,1554435000,67,29.06,-13.56,62.6,5.82
551,ukiah,90,US,1554438090,76,39.15,-123.21,55.99,8.05
552,hamilton,40,CA,1554437763,37,43.26,-79.87,37.0,5.82
553,gutierrez zamora,0,MX,1554438332,88,20.45,-97.08,74.84,7.18
554,eureka,90,US,1554438222,76,40.8,-124.16,57.0,8.05
555,benghazi,88,LY,1554438084,88,32.12,20.07,65.03,27.87
556,viedma,0,AR,1554437655,82,-40.81,-62.99,49.73,2.04
557,puerto princesa,20,PH,1554433200,58,9.74,118.73,87.8,9.17
558,punta de bombon,48,PE,1554438333,99,-17.17,-71.79,70.61,8.08
559,beloha,0,MG,1554437803,85,-25.17,45.06,69.89,6.29
560,kaputa,32,ZM,1554438333,91,-8.47,29.66,63.95,2.59
561,priekule,0,LV,1554436200,64,56.45,21.6,39.2,6.93
562,san quintin,8,PH,1554437560,70,17.54,120.52,84.11,3.83
563,weiser,1,US,1554438041,55,44.25,-116.97,60.8,4.7
564,tura,20,IN,1554438338,75,25.52,90.21,72.32,8.19
565,gravelbourg,0,CA,1554438338,44,49.88,-106.56,48.65,8.3
566,tomigusuku,75,JP,1554438151,88,26.18,127.67,71.6,21.92
567,hovd,40,NO,1554438318,75,63.83,10.7,45.0,12.75
568,nueva concepcion,20,GT,1554438339,89,14.2,-91.3,67.73,2.04
569,san luis,0,AR,1554438340,42,-33.3,-66.34,54.5,5.06
570,port-cartier,90,CA,1554437741,53,50.03,-66.88,23.0,24.16
571,otjiwarongo,0,NA,1554438340,78,-20.46,16.65,54.41,2.82
